permutation,null_clock_median_lambda
3620,0.5207
3621,0.5454
3622,0.4981
3623,0.5333
3624,0.4838
3625,0.5565
3626,0.5456
3627,0.4143
3628,0.5468
3629,0.5059
3630,0.4845
3631,0.5021
3632,0.4621
3633,0.4805
3634,0.5413
3635,0.3751
3636,0.4758
3637,0.5439
3638,0.5310
3639,0.5657
3640,0.4347
3641,0.5826
3642,0.5028
3643,0.5664
3644,0.5419
3645,0.5289
3646,0.5542
3647,0.5902
3648,0.5194
3649,0.4776
3650,0.5053
3651,0.4672
3652,0.5891
3653,0.5436
3654,0.4223
3655,0.5571
3656,0.5921
3657,0.4958
3658,0.4554
3659,0.5312
3660,0.5887
3661,0.4273
3662,0.5175
3663,0.4786
3664,0.5491
3665,0.4372
3666,0.4184
3667,0.4956
3668,0.4476
3669,0.4581
3670,0.4675
3671,0.5596
3672,0.5208
3673,0.4264
3674,0.4234
3675,0.4112
3676,0.4163
3677,0.5032
3678,0.5976
3679,0.4693
3680,0.4272
3681,0.5380
3682,0.4616
3683,0.5322
3684,0.4220
3685,0.4895
3686,0.4571
3687,0.4806
3688,0.5056
3689,0.4910
3690,0.5706
3691,0.4595
3692,0.5947
3693,0.4541
3694,0.4352
3695,0.3946
3696,0.5570
3697,0.5771
3698,0.4791
3699,0.5241
3700,0.4044
3701,0.4444
3702,0.5303
3703,0.5444
3704,0.4782
3705,0.3781
3706,0.5445
3707,0.4025
3708,0.3507
3709,0.4618
3710,0.4655
3711,0.5478
3712,0.4108
3713,0.4971
3714,0.4704
3715,0.4103
3716,0.4448
3717,0.3778
3718,0.3944
3719,0.5156
3720,0.5096
3721,0.5223
3722,0.3866
3723,0.5166
3724,0.4946
3725,0.5659
3726,0.4573
3727,0.5298
3728,0.4894
3729,0.4347
3730,0.4391
3731,0.4968
3732,0.5337
3733,0.4417
3734,0.4552
3735,0.5071
3736,0.5167
3737,0.5746
3738,0.5157
3739,0.5284
3740,0.5107
3741,0.3902
3742,0.3957
3743,0.5762
3744,0.4738
3745,0.3743
3746,0.4493
3747,0.4314
3748,0.4448
3749,0.4039
3750,0.5808
3751,0.4772
3752,0.5047
3753,0.6135
3754,0.6076
3755,0.4741
3756,0.4473
3757,0.5298
3758,0.5412
3759,0.4910
3760,0.3882
3761,0.3352
3762,0.3970
3763,0.4607
3764,0.5654
3765,0.4442
3766,0.4780
3767,0.5045
3768,0.3904
3769,0.5695
3770,0.5407
3771,0.4819
3772,0.4633
3773,0.5837
3774,0.3755
3775,0.5538
3776,0.6196
3777,0.4919
3778,0.4302
3779,0.5030
3780,0.5435
3781,0.5521
3782,0.5181
3783,0.4758
3784,0.4222
3785,0.5358
3786,0.4992
3787,0.5229
3788,0.5427
3789,0.5497
3790,0.4639
3791,0.5139
3792,0.4268
3793,0.6031
3794,0.3729
3795,0.4615
3796,0.4425
3797,0.4541
3798,0.4174
3799,0.4890
3800,0.4724
3801,0.5582
3802,0.5314
3803,0.4187
3804,0.5561
3805,0.4361
3806,0.4284
3807,0.4922
3808,0.4307
3809,0.4824
3810,0.5257
3811,0.4842
3812,0.5368
3813,0.5065
3814,0.4141
3815,0.5031
3816,0.4837
3817,0.4447
3818,0.5305
3819,0.4693
3820,0.5907
3821,0.4608
3822,0.5681
3823,0.4022
3824,0.4547
3825,0.4900
3826,0.4168
3827,0.4431
3828,0.5309
3829,0.5575
3830,0.4656
3831,0.5530
3832,0.5728
3833,0.4842
3834,0.5118
3835,0.5220
3836,0.4723
3837,0.5755
3838,0.5337
3839,0.4958
3840,0.4494
3841,0.5434
3842,0.4487
3843,0.5526
3844,0.5539
3845,0.5033
3846,0.5401
3847,0.5658
3848,0.4879
3849,0.4975
3850,0.6392
3851,0.4415
3852,0.5210
3853,0.4948
3854,0.4444
3855,0.4959
3856,0.5318
3857,0.4676
3858,0.4385
3859,0.4412
3860,0.4498
3861,0.4575
3862,0.4219
3863,0.5591
3864,0.4971
3865,0.4777
3866,0.5232
3867,0.5490
3868,0.4439
3869,0.4976
3870,0.4826
3871,0.5504
3872,0.4517
3873,0.4690
3874,0.4887
3875,0.4340
3876,0.4879
3877,0.5364
3878,0.4079
3879,0.5128
3880,0.5421
3881,0.5190
3882,0.5261
3883,0.4758
3884,0.5470
3885,0.3997
3886,0.4580
3887,0.4626
3888,0.5516
3889,0.4837
3890,0.3738
3891,0.5624
3892,0.4117
3893,0.5941
3894,0.4290
3895,0.4938
3896,0.4400
3897,0.5363
3898,0.5389
3899,0.5245
3900,0.5165
3901,0.4514
3902,0.4670
3903,0.5672
3904,0.5656
3905,0.5938
3906,0.4549
3907,0.4921
3908,0.4357
3909,0.5444
3910,0.4592
3911,0.5065
3912,0.5435
3913,0.4976
3914,0.4813
3915,0.4274
3916,0.4224
3917,0.4732
3918,0.5618
3919,0.5049
3920,0.5242
3921,0.3841
3922,0.5051
3923,0.4736
3924,0.4305
3925,0.4931
3926,0.4482
3927,0.4951
3928,0.4325
3929,0.5275
3930,0.5578
3931,0.4718
3932,0.5074
3933,0.5206
3934,0.4426
3935,0.3847
3936,0.4780
3937,0.5425
3938,0.6099
3939,0.5066
3940,0.5145
3941,0.5052
3942,0.5366
3943,0.4278
3944,0.4306
3945,0.4469
3946,0.5574
3947,0.4363
3948,0.5339
3949,0.4149
3950,0.3229
3951,0.4344
3952,0.4762
3953,0.5765
3954,0.4961
3955,0.5083
3956,0.4399
3957,0.5027
3958,0.5197
3959,0.5082
3960,0.5541
3961,0.4705
3962,0.4784
3963,0.4781
3964,0.5195
3965,0.4112
3966,0.6004
3967,0.4332
3968,0.4042
3969,0.6084
3970,0.5292
3971,0.4761
3972,0.5020
3973,0.3868
3974,0.4061
3975,0.4537
3976,0.5802
3977,0.4562
3978,0.4594
3979,0.4594
3980,0.4164
3981,0.4839
3982,0.4284
3983,0.5481
3984,0.4461
3985,0.4652
3986,0.4249
3987,0.5557
3988,0.4843
3989,0.4561
3990,0.5798
3991,0.4319
3992,0.4587
3993,0.5090
3994,0.5580
3995,0.4082
3996,0.6179
3997,0.4010
3998,0.4409
3999,0.5029
4000,0.5732
4001,0.4342
4002,0.5187
4003,0.4259
4004,0.6018
4005,0.4861
4006,0.5636
4007,0.4609
4008,0.4559
4009,0.4481
4010,0.4625
4011,0.5275
4012,0.5132
4013,0.5078
4014,0.5044
4015,0.5176
4016,0.5027
4017,0.5019
4018,0.5007
4019,0.4340
4020,0.5830
4021,0.5348
4022,0.4560
4023,0.5403
4024,0.4888
4025,0.4407
4026,0.5116
4027,0.5246
4028,0.5774
4029,0.4875
4030,0.4582
4031,0.5543
4032,0.5006
4033,0.4013
4034,0.5276
4035,0.5482
4036,0.4277
4037,0.4595
4038,0.5990
4039,0.4369
4040,0.4473
4041,0.5461
4042,0.5141
4043,0.4729
4044,0.5463
4045,0.4672
4046,0.4964
4047,0.4774
4048,0.5251
4049,0.5712
4050,0.6130
4051,0.4590
4052,0.5268
4053,0.5476
4054,0.4817
4055,0.4528
4056,0.4853
4057,0.5300
4058,0.4649
4059,0.4433
4060,0.5227
4061,0.3889
4062,0.5216
4063,0.4518
4064,0.5124
4065,0.5028
4066,0.4561
4067,0.4219
4068,0.5383
4069,0.4385
4070,0.3790
4071,0.5127
4072,0.4892
4073,0.5378
4074,0.4084
4075,0.4816
4076,0.4892
4077,0.5582
4078,0.5224
4079,0.4017
4080,0.6066
4081,0.5313
4082,0.4788
4083,0.5822
4084,0.3465
4085,0.5305
4086,0.5679
4087,0.4753
4088,0.3299
4089,0.4718
4090,0.5151
4091,0.6044
4092,0.5289
4093,0.5498
4094,0.4803
4095,0.5652
4096,0.4910
4097,0.5324
4098,0.5653
4099,0.4855
4100,0.4146
4101,0.4642
4102,0.4068
4103,0.4459
4104,0.4811
4105,0.4458
4106,0.4548
4107,0.6102
4108,0.4360
4109,0.5025
4110,0.4169
4111,0.4318
4112,0.4039
4113,0.4582
4114,0.4114
4115,0.4844
4116,0.5170
4117,0.4887
4118,0.4835
4119,0.4772
4120,0.5131
4121,0.5406
4122,0.5554
4123,0.5132
4124,0.4754
4125,0.6015
4126,0.3941
4127,0.4664
4128,0.3861
4129,0.5653
4130,0.4463
4131,0.4968
4132,0.4865
4133,0.4334
4134,0.4000
4135,0.5468
4136,0.4567
4137,0.5471
4138,0.5582
4139,0.5957
4140,0.5935
4141,0.4486
4142,0.4639
4143,0.6010
4144,0.3684
4145,0.5092
4146,0.4231
4147,0.5124
4148,0.5503
4149,0.5088
4150,0.5584
4151,0.5082
4152,0.5222
4153,0.5012
4154,0.5687
4155,0.5655
4156,0.5919
4157,0.5866
4158,0.4437
4159,0.4244
4160,0.4928
4161,0.4159
4162,0.4256
4163,0.4444
4164,0.4302
4165,0.5075
4166,0.4490
4167,0.5378
4168,0.4508
4169,0.5218
4170,0.5148
4171,0.5798
4172,0.4165
4173,0.5065
4174,0.5779
4175,0.5199
4176,0.3463
4177,0.4487
4178,0.4174
4179,0.4652
4180,0.5581
4181,0.4990
4182,0.5916
4183,0.4315
4184,0.5642
4185,0.5416
4186,0.5947
4187,0.4650
4188,0.5264
4189,0.6023
4190,0.4385
4191,0.4487
4192,0.4033
4193,0.4636
4194,0.5211
4195,0.5079
4196,0.5569
4197,0.5704
4198,0.5251
4199,0.5711
4200,0.4788
4201,0.4823
4202,0.4537
4203,0.4779
4204,0.4734
4205,0.5319
4206,0.5867
4207,0.4386
4208,0.5022
4209,0.4839
4210,0.4113
4211,0.4736
4212,0.4813
4213,0.4668
4214,0.4598
4215,0.5010
4216,0.3973
4217,0.4737
4218,0.4464
4219,0.4617
4220,0.4877
4221,0.4439
4222,0.5429
4223,0.5626
4224,0.4628
4225,0.4963
4226,0.4127
4227,0.5832
4228,0.5143
4229,0.5327
4230,0.5077
4231,0.5204
4232,0.4922
4233,0.4839
4234,0.4819
4235,0.4783
4236,0.4389
4237,0.5659
4238,0.4098
4239,0.5465
4240,0.4727
4241,0.5394
4242,0.4544
4243,0.4937
4244,0.5501
4245,0.5714
4246,0.5277
4247,0.4889
4248,0.4960
4249,0.4526
4250,0.4378
4251,0.5532
4252,0.3804
4253,0.4464
4254,0.4705
4255,0.4271
4256,0.4697
4257,0.4030
4258,0.5593
4259,0.5624
4260,0.4044
4261,0.4070
4262,0.5837
4263,0.4600
4264,0.5001
4265,0.4605
4266,0.5614
4267,0.4568
4268,0.4471
4269,0.5138
4270,0.4801
4271,0.4954
4272,0.4324
4273,0.6006
4274,0.4574
4275,0.4625
4276,0.5493
4277,0.5517
4278,0.5786
4279,0.5588
4280,0.5534
4281,0.4962
4282,0.5412
4283,0.3916
4284,0.4802
4285,0.5124
4286,0.4939
4287,0.4113
4288,0.4043
4289,0.4909
4290,0.5176
4291,0.5829
4292,0.4913
4293,0.4372
4294,0.4664
4295,0.5554
4296,0.5395
4297,0.5096
4298,0.5295
4299,0.5091
4300,0.5430
4301,0.5315
4302,0.4745
4303,0.5024
4304,0.4303
4305,0.4244
4306,0.4302
4307,0.4723
4308,0.3862
4309,0.4637
4310,0.4717
4311,0.5429
4312,0.4625
4313,0.5431
4314,0.5256
4315,0.5646
4316,0.4688
4317,0.4940
4318,0.4463
4319,0.4677
4320,0.4523
4321,0.4654
4322,0.4787
4323,0.5159
4324,0.5507
4325,0.5223
4326,0.3508
4327,0.5469
4328,0.3921
4329,0.4513
4330,0.4308
4331,0.4373
4332,0.5535
4333,0.3053
4334,0.4831
4335,0.6033
4336,0.5942
4337,0.4934
4338,0.5109
4339,0.4560
4340,0.4991
4341,0.5764
4342,0.4546
4343,0.4397
4344,0.5510
4345,0.5141
4346,0.5073
4347,0.5415
4348,0.5128
4349,0.4574
4350,0.5734
4351,0.5681
4352,0.5020
4353,0.4837
4354,0.5187
4355,0.5075
4356,0.4541
4357,0.4336
4358,0.4296
4359,0.5205
4360,0.5794
4361,0.5938
4362,0.5617
4363,0.4942
4364,0.5091
4365,0.5493
4366,0.5438
4367,0.4516
4368,0.5403
4369,0.4775
4370,0.5672
4371,0.4541
4372,0.4493
4373,0.5276
4374,0.5041
4375,0.5374
4376,0.5463
4377,0.5534
4378,0.5117
4379,0.5161
4380,0.5846
4381,0.5196
4382,0.4611
4383,0.4155
4384,0.5567
4385,0.4720
4386,0.4864
4387,0.5287
4388,0.4544
4389,0.5674
4390,0.4647
4391,0.4241
4392,0.5141
4393,0.5158
4394,0.4830
4395,0.5368
4396,0.5111
4397,0.4891
4398,0.5524
4399,0.4632
4400,0.5663
4401,0.5531
4402,0.5596
4403,0.4872
4404,0.4487
4405,0.4082
4406,0.4004
4407,0.5396
4408,0.4950
4409,0.4945
4410,0.4456
4411,0.4933
4412,0.5584
4413,0.5202
4414,0.4234
4415,0.5183
4416,0.6632
4417,0.4184
4418,0.4723
4419,0.4529
4420,0.5190
4421,0.5029
4422,0.6029
4423,0.5962
4424,0.5242
4425,0.5332
4426,0.4929
4427,0.4844
4428,0.3689
4429,0.5232
4430,0.4431
4431,0.4884
4432,0.5004
4433,0.5275
4434,0.4028
4435,0.4359
4436,0.4774
4437,0.4735
4438,0.4537
4439,0.4399
4440,0.4929
4441,0.5454
4442,0.5651
4443,0.4668
4444,0.5066
4445,0.5417
4446,0.4570
4447,0.4226
4448,0.4420
4449,0.5483
4450,0.4531
4451,0.3765
4452,0.5251
4453,0.4993
4454,0.4796
4455,0.5237
4456,0.4846
4457,0.4636
4458,0.5152
4459,0.4782
4460,0.4714
4461,0.5301
4462,0.5304
4463,0.4807
4464,0.4722
4465,0.5320
4466,0.4695
4467,0.4142
4468,0.3806
4469,0.4985
4470,0.4441
4471,0.5733
4472,0.6308
4473,0.5195
4474,0.4959
4475,0.4582
4476,0.4577
4477,0.4018
4478,0.5377
4479,0.4425
4480,0.4603
4481,0.4834
4482,0.5582
4483,0.3981
4484,0.5982
4485,0.4850
4486,0.4743
4487,0.5264
4488,0.4901
4489,0.4984
4490,0.5587
4491,0.4869
4492,0.4343
4493,0.5107
4494,0.6244
4495,0.5143
4496,0.5553
4497,0.5374
4498,0.4764
4499,0.5938
4500,0.4512
4501,0.5000
4502,0.4607
4503,0.4431
4504,0.5184
4505,0.4323
4506,0.5136
4507,0.4101
4508,0.4116
4509,0.4309
4510,0.4589
4511,0.4180
4512,0.4490
4513,0.5486
4514,0.5192
4515,0.5124
4516,0.4753
4517,0.5321
4518,0.5411
4519,0.5808
4520,0.5242
4521,0.4621
4522,0.4824
4523,0.5037
4524,0.5839
4525,0.5029
4526,0.4705
4527,0.5066
4528,0.5717
4529,0.4451
4530,0.5307
4531,0.5187
4532,0.4776
4533,0.5421
4534,0.5109
4535,0.5974
4536,0.4961
4537,0.4859
4538,0.6411
4539,0.4481
4540,0.4486
4541,0.6161
4542,0.4751
4543,0.4799
4544,0.4412
4545,0.5658
4546,0.5224
4547,0.5440
4548,0.5586
4549,0.4600
4550,0.5706
4551,0.5099
4552,0.4186
4553,0.5764
4554,0.4194
4555,0.5269
4556,0.4870
4557,0.5111
4558,0.4866
4559,0.5110
4560,0.5324
4561,0.5769
4562,0.3796
4563,0.5349
4564,0.5229
4565,0.5542
4566,0.5174
4567,0.4929
4568,0.4456
4569,0.4516
4570,0.5020
4571,0.4399
4572,0.5171
4573,0.3838
4574,0.4762
4575,0.5362
4576,0.5007
4577,0.4889
4578,0.4010
4579,0.4390
4580,0.5091
4581,0.5121
4582,0.5044
4583,0.4063
4584,0.4383
4585,0.5306
4586,0.4786
4587,0.4495
4588,0.5234
4589,0.5463
4590,0.5012
4591,0.5135
4592,0.5578
4593,0.4760
4594,0.5225
4595,0.4681
4596,0.4662
4597,0.4833
4598,0.4567
4599,0.5414
4600,0.5026
4601,0.4452
4602,0.4843
4603,0.5254
4604,0.5231
4605,0.5301
4606,0.4354
4607,0.4738
4608,0.6293
4609,0.4867
4610,0.3020
4611,0.3963
4612,0.4256
4613,0.5192
4614,0.4849
4615,0.4980
4616,0.5521
4617,0.4222
4618,0.4273
4619,0.4486
4620,0.5688
4621,0.6003
4622,0.4766
4623,0.5603
4624,0.5279
4625,0.5787
4626,0.5044
4627,0.5172
4628,0.3871
4629,0.4336
4630,0.4640
4631,0.3552
4632,0.6064
4633,0.4550
4634,0.4868
4635,0.4626
4636,0.5683
4637,0.3597
4638,0.4928
4639,0.4457
4640,0.4916
4641,0.6081
4642,0.4068
4643,0.4783
4644,0.4626
4645,0.5056
4646,0.4553
4647,0.4715
4648,0.4687
4649,0.4268
4650,0.4909
4651,0.4727
4652,0.6202
4653,0.5079
4654,0.4533
4655,0.5149
4656,0.5499
4657,0.4087
4658,0.3679
4659,0.5275
4660,0.5575
4661,0.4672
4662,0.5069
4663,0.5368
4664,0.5611
4665,0.4925
4666,0.5363
4667,0.5418
4668,0.4499
4669,0.4726
4670,0.3955
4671,0.5583
4672,0.4557
4673,0.5284
4674,0.5396
4675,0.5407
4676,0.4276
4677,0.5171
4678,0.4938
4679,0.4994
4680,0.3487
4681,0.4472
4682,0.4039
4683,0.3936
4684,0.5235
4685,0.5564
4686,0.4849
4687,0.5064
4688,0.4670
4689,0.5771
4690,0.4737
4691,0.4647
4692,0.4915
4693,0.4933
4694,0.4831
4695,0.5963
4696,0.4221
4697,0.5022
4698,0.4947
4699,0.5972
4700,0.5001
4701,0.5050
4702,0.4828
4703,0.5896
4704,0.4193
4705,0.5138
4706,0.5512
4707,0.5181
4708,0.4899
4709,0.4265
4710,0.3948
4711,0.5496
4712,0.4593
4713,0.5635
4714,0.4077
4715,0.5217
4716,0.4701
4717,0.5416
4718,0.5521
4719,0.4007
4720,0.4997
4721,0.5735
4722,0.5472
4723,0.5228
4724,0.5024
4725,0.4648
4726,0.6058
4727,0.5102
4728,0.4624
4729,0.5162
4730,0.5234
4731,0.4435
4732,0.4561
4733,0.5332
4734,0.6264
4735,0.3816
4736,0.5618
4737,0.3940
4738,0.4883
4739,0.5108
4740,0.5750
4741,0.4644
4742,0.5143
4743,0.5109
4744,0.4909
4745,0.4848
4746,0.4353
4747,0.4481
4748,0.5974
4749,0.4703
4750,0.4824
4751,0.5017
4752,0.5654
4753,0.5569
4754,0.3882
4755,0.5311
4756,0.4021
4757,0.4310
4758,0.5255
4759,0.4747
4760,0.6199
4761,0.5437
4762,0.5129
4763,0.5042
4764,0.4927
4765,0.5912
4766,0.5280
4767,0.4713
4768,0.5478
4769,0.4111
4770,0.5661
4771,0.5176
4772,0.3998
4773,0.5662
4774,0.4709
4775,0.4184
4776,0.4992
4777,0.5274
4778,0.4411
4779,0.3823
4780,0.5533
4781,0.4249
4782,0.4980
4783,0.4909
4784,0.5175
4785,0.4465
4786,0.3439
4787,0.4657
4788,0.5794
4789,0.4902
4790,0.4274
4791,0.6315
4792,0.4693
4793,0.4626
4794,0.5073
4795,0.4730
4796,0.5359
4797,0.4824
4798,0.4461
4799,0.5739
4800,0.4632
4801,0.5382
4802,0.5441
4803,0.5388
4804,0.4600
4805,0.5134
4806,0.4267
4807,0.4915
4808,0.5011
4809,0.4289
4810,0.5381
4811,0.4971
4812,0.6367
4813,0.5218
4814,0.5516
4815,0.4863
4816,0.5962
4817,0.6016
4818,0.4958
4819,0.5096
4820,0.5729
4821,0.4177
4822,0.5196
4823,0.4208
4824,0.4783
4825,0.3494
4826,0.4808
4827,0.5137
4828,0.3919
4829,0.4904
4830,0.4420
4831,0.5060
4832,0.5412
4833,0.4181
4834,0.5899
4835,0.5868
4836,0.4877
4837,0.5448
4838,0.5650
4839,0.4374
4840,0.5971
4841,0.5465
4842,0.5342
4843,0.4558
4844,0.5662
4845,0.5236
4846,0.4102
4847,0.6437
4848,0.5155
4849,0.4693
4850,0.5771
4851,0.4945
4852,0.4925
4853,0.6213
4854,0.5610
4855,0.4721
4856,0.5228
4857,0.5298
4858,0.5316
4859,0.5177
4860,0.4612
4861,0.5494
4862,0.5462
4863,0.4931
4864,0.4157
4865,0.5696
4866,0.5173
4867,0.4300
4868,0.4251
4869,0.4817
4870,0.5541
4871,0.4650
4872,0.3648
4873,0.5085
4874,0.4599
4875,0.5269
4876,0.4277
4877,0.4042
4878,0.4544
4879,0.4816
4880,0.5018
4881,0.4314
4882,0.4897
4883,0.5511
4884,0.5803
4885,0.5222
4886,0.6280
4887,0.5131
4888,0.5053
4889,0.5132
4890,0.5376
4891,0.4379
4892,0.6380
4893,0.5316
4894,0.6166
4895,0.5247
4896,0.4212
4897,0.5102
4898,0.5272
4899,0.3775
4900,0.4978
4901,0.4592
4902,0.5020
4903,0.4608
4904,0.4917
4905,0.4092
4906,0.4455
4907,0.4589
4908,0.5187
4909,0.5056
4910,0.5128
4911,0.4908
4912,0.5715
4913,0.5094
4914,0.6003
4915,0.4567
4916,0.5950
4917,0.5368
4918,0.4669
4919,0.5627
4920,0.5731
4921,0.5304
4922,0.5090
4923,0.5138
4924,0.5730
4925,0.5690
4926,0.5991
4927,0.5199
4928,0.4801
4929,0.5389
4930,0.5803
4931,0.4322
4932,0.4968
4933,0.3900
4934,0.4997
4935,0.5630
4936,0.4570
4937,0.5609
4938,0.4944
4939,0.4642
4940,0.4312
4941,0.5103
4942,0.5075
4943,0.5795
4944,0.4068
4945,0.5697
4946,0.4786
4947,0.5211
4948,0.4981
4949,0.3957
4950,0.4896
4951,0.5146
4952,0.4990
4953,0.4780
4954,0.4407
4955,0.4930
4956,0.5303
4957,0.4270
4958,0.4921
4959,0.4902
4960,0.4887
4961,0.5748
4962,0.4520
4963,0.3841
4964,0.4751
4965,0.5601
4966,0.4719
4967,0.5040
4968,0.4593
4969,0.4519
4970,0.5012
4971,0.5214
4972,0.5133
4973,0.4966
4974,0.6023
4975,0.5272
4976,0.4844
4977,0.5060
4978,0.4072
4979,0.5197
4980,0.5409
4981,0.4446
4982,0.5438
4983,0.4949
4984,0.4204
4985,0.5100
4986,0.4524
4987,0.4807
4988,0.4013
4989,0.4750
4990,0.3746
4991,0.5941
4992,0.4594
4993,0.4431
4994,0.5406
4995,0.5019
4996,0.4872
4997,0.4655
4998,0.4642
4999,0.4715
5000,0.4718
5001,0.5171
5002,0.5959
5003,0.4931
5004,0.5389
5005,0.4595
5006,0.3786
5007,0.5723
5008,0.4032
5009,0.5010
5010,0.4172
5011,0.5754
5012,0.4296
5013,0.4567
5014,0.4731
5015,0.5642
5016,0.4829
5017,0.5007
5018,0.4805
5019,0.4963
5020,0.4758
5021,0.5251
5022,0.4814
5023,0.5454
5024,0.5938
5025,0.5391
5026,0.3646
5027,0.5580
5028,0.4395
5029,0.4639
5030,0.4817
5031,0.5426
5032,0.3939
5033,0.4481
5034,0.5220
5035,0.4931
5036,0.4980
5037,0.4238
5038,0.5906
5039,0.4107
5040,0.5398
5041,0.5315
5042,0.4889
5043,0.4566
5044,0.4617
5045,0.4131
5046,0.4537
5047,0.5268
5048,0.5093
5049,0.5157
5050,0.4556
5051,0.4417
5052,0.5472
5053,0.4685
5054,0.4647
5055,0.5300
5056,0.4760
5057,0.5182
5058,0.4431
5059,0.5342
5060,0.5900
5061,0.4881
5062,0.4327
5063,0.5430
5064,0.4516
5065,0.4541
5066,0.5321
5067,0.4917
5068,0.5514
5069,0.5751
5070,0.4789
5071,0.5524
5072,0.4399
5073,0.4323
5074,0.5285
5075,0.5176
5076,0.4782
5077,0.4956
5078,0.4475
5079,0.4732
5080,0.4798
5081,0.5387
5082,0.5560
5083,0.4524
5084,0.4023
5085,0.3231
5086,0.4677
5087,0.5413
5088,0.4065
5089,0.5555
5090,0.4976
5091,0.4481
5092,0.5075
5093,0.4529
5094,0.4749
5095,0.5805
5096,0.4973
5097,0.5173
5098,0.5535
5099,0.4343
5100,0.4750
5101,0.4067
5102,0.5698
5103,0.5667
5104,0.4433
5105,0.4585
5106,0.5537
5107,0.5618
5108,0.4547
5109,0.5578
5110,0.5255
5111,0.4941
5112,0.4922
5113,0.4724
5114,0.4441
5115,0.4195
5116,0.4906
5117,0.4124
5118,0.4879
5119,0.5524
5120,0.4654
5121,0.4264
5122,0.5111
5123,0.5176
5124,0.5104
5125,0.4632
5126,0.4485
5127,0.5994
5128,0.4461
5129,0.4523
5130,0.5195
5131,0.3982
5132,0.3690
5133,0.4896
5134,0.5353
5135,0.5084
5136,0.5136
5137,0.4313
5138,0.4769
5139,0.5491
5140,0.5443
5141,0.4914
5142,0.4388
5143,0.4819
5144,0.5025
5145,0.5383
5146,0.5302
5147,0.5767
5148,0.4512
5149,0.5408
5150,0.5381
5151,0.5006
5152,0.5591
5153,0.5234
5154,0.4546
5155,0.5294
5156,0.5082
5157,0.5464
5158,0.5982
5159,0.4961
5160,0.5110
5161,0.5155
5162,0.4637
5163,0.5036
5164,0.3899
5165,0.5168
5166,0.5776
5167,0.4099
5168,0.5292
5169,0.5173
5170,0.5154
5171,0.4828
5172,0.5975
5173,0.4957
5174,0.4634
5175,0.5370
5176,0.4896
5177,0.4408
5178,0.6112
5179,0.3869
5180,0.4824
5181,0.4719
5182,0.5733
5183,0.5864
5184,0.4671
5185,0.4829
5186,0.5592
5187,0.4380
5188,0.5031
5189,0.4206
5190,0.5167
5191,0.4705
5192,0.4658
5193,0.4351
5194,0.4146
5195,0.5093
5196,0.5022
5197,0.4859
5198,0.5194
5199,0.4299
5200,0.4751
5201,0.5249
5202,0.5524
5203,0.4645
5204,0.4857
5205,0.4787
5206,0.4495
5207,0.4918
5208,0.4754
5209,0.4718
5210,0.5727
5211,0.5485
5212,0.4855
5213,0.4250
5214,0.5415
5215,0.5005
5216,0.5200
5217,0.5981
5218,0.5288
5219,0.4892
5220,0.4963
5221,0.4748
5222,0.5330
5223,0.4610
5224,0.5412
5225,0.5557
5226,0.4779
5227,0.5558
5228,0.4869
5229,0.4807
5230,0.4989
5231,0.4083
5232,0.5419
5233,0.5411
5234,0.4691
5235,0.5879
5236,0.5344
5237,0.5312
5238,0.5141
5239,0.4490
5240,0.5189
5241,0.4530
5242,0.4474
5243,0.4933
5244,0.4854
5245,0.5079
5246,0.5134
5247,0.5655
5248,0.5679
5249,0.4642
5250,0.4032
5251,0.5269
5252,0.5794
5253,0.4792
5254,0.4354
5255,0.5346
5256,0.4320
5257,0.5395
5258,0.4707
5259,0.5445
5260,0.5622
5261,0.4945
5262,0.5415
5263,0.4468
5264,0.5462
5265,0.5416
5266,0.4870
5267,0.5636
5268,0.4549
5269,0.4223
5270,0.4040
5271,0.5639
5272,0.5635
5273,0.4615
5274,0.4339
5275,0.3670
5276,0.3851
5277,0.4206
5278,0.4682
5279,0.3921
5280,0.4934
5281,0.5105
5282,0.4337
5283,0.5537
5284,0.5250
5285,0.5196
5286,0.4938
5287,0.4138
5288,0.3881
5289,0.5770
5290,0.4558
5291,0.4184
5292,0.5126
5293,0.5332
5294,0.4581
5295,0.4886
5296,0.4426
5297,0.4658
5298,0.5711
5299,0.5041
5300,0.4676
5301,0.4980
5302,0.3829
5303,0.4884
5304,0.4482
5305,0.5428
5306,0.3900
5307,0.4716
5308,0.5473
5309,0.4233
5310,0.4204
5311,0.5373
5312,0.5274
5313,0.4758
5314,0.4254
5315,0.4337
5316,0.5210
5317,0.4895
5318,0.5424
5319,0.5511
5320,0.5747
5321,0.5314
5322,0.5452
5323,0.4604
5324,0.5120
5325,0.4840
5326,0.5113
5327,0.5332
5328,0.5105
5329,0.3372
5330,0.3855
5331,0.4133
5332,0.4649
5333,0.4366
5334,0.4715
5335,0.4271
5336,0.5459
5337,0.5571
5338,0.4276
5339,0.5923
5340,0.4443
5341,0.5640
5342,0.5152
5343,0.5734
5344,0.5720
5345,0.5165
5346,0.5410
5347,0.4145
5348,0.4788
5349,0.5953
5350,0.5237
5351,0.4426
5352,0.4618
5353,0.5005
5354,0.4535
5355,0.4827
5356,0.4577
5357,0.4747
5358,0.4559
5359,0.4742
5360,0.4645
5361,0.5718
5362,0.4860
5363,0.4843
5364,0.3534
5365,0.4292
5366,0.4541
5367,0.4629
